{'type': 'start', 'physical': {'height': 1200, 'width': 1200, 'border': [{'x': 1200, 'y': 0}, {'x': 1200, 'y': 1200}, {'x': 0, 'y': 1200}, {'x': 0, 'y': 0}], 'obstacle_list': [[{'x': 800, 'y': 400}, {'x': 800, 'y': 800}, {'x': 400, 'y': 800}, {'x': 400, 'y': 400}]]}, 'virtual': {'height': 20000, 'width': 4000, 'border': [{'x': 4000, 'y': 0}, {'x': 4000, 'y': 20000}, {'x': 0, 'y': 20000}, {'x': 0, 'y': 0}], 'obstacle_list': []}}
{'type': 'running', 'physical': {'user_x': 200, 'user_y': 1180, 'user_direction': 4.71238898038469}, 'virtual': {'user_x': 2000, 'user_y': 10000, 'user_direction': 4.71}, 'user_v': 0, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 200, 'user_y': 1180, 'user_direction': 4.71238898038469}, 'virtual': {'user_x': 2000, 'user_y': 10000, 'user_direction': 4.71}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 200, 'user_y': 1180, 'user_direction': 4.71238898038469}, 'virtual': {'user_x': 2000, 'user_y': 10000, 'user_direction': -1.4731853071795866}, 'user_v': 0, 'user_w': 0.1, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 200, 'user_y': 1180, 'user_direction': 4.861642711727973}, 'virtual': {'user_x': 2000, 'user_y': 10000, 'user_direction': -1.5731853071795872}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 200, 'user_y': 1180, 'user_direction': 5.010896443071257}, 'virtual': {'user_x': 1999.9808881751017, 'user_y': 9992.0000228289, 'user_direction': -1.5731853071795872}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 202.14804071522732, 'user_y': 1172.2937738752535, 'user_direction': 4.98422977640459}, 'virtual': {'user_x': 1999.9617763502033, 'user_y': 9984.000045657798, 'user_direction': -1.5731853071795867}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 204.08984271919041, 'user_y': 1164.5330132825407, 'user_direction': 4.957563109737924}, 'virtual': {'user_x': 1999.942664525305, 'user_y': 9976.000068486697, 'user_direction': -1.5731853071795863}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 205.8240252567341, 'user_y': 1156.7232366579194, 'user_direction': 4.930896443071258}, 'virtual': {'user_x': 1999.9235527004066, 'user_y': 9968.000091315596, 'user_direction': -1.5731853071795856}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 207.34935520446385, 'user_y': 1148.8699972912275, 'user_direction': 4.904229776404591}, 'virtual': {'user_x': 1999.9044408755083, 'user_y': 9960.000114144495, 'user_direction': -1.5731853071795852}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 208.66474794758145, 'user_y': 1140.9788793773098, 'user_direction': 4.877563109737925}, 'virtual': {'user_x': 1999.88532905061, 'user_y': 9952.000136973395, 'user_direction': -1.5731853071795847}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
{'type': 'running', 'physical': {'user_x': 209.76926815112103, 'user_y': 1133.0554940452707, 'user_direction': 4.8508964430712584}, 'virtual': {'user_x': 1999.8662172257118, 'user_y': 9944.000159802294, 'user_direction': -1.573185307179584}, 'user_v': 7.999999999999999, 'user_w': 0, 'delta_t': 0.02, 'need_reset': False}
